,name,cname,symbol
170,Infosys Ltd.,印孚瑟斯技术公司,INFY
171,Coca-Cola FEMSA SAB de CV,可口可乐凡萨瓶装,KOF
172,"The PNC Financial Services Group, Inc.",PNC金融服务集团,PNC
173,Truist Financial Corp.,Truist Financial Corp.,TFC
174,Crown Castle International Corp.,冠城国际,CCI
175,Vanguard FTSE Emerging Markets ETF,新兴市场ETF-Vanguard MSCI,VWO
176,The Bank of Nova Scotia,加拿大丰业银行,BNS
177,"Brookfield Asset Management, Inc.",布鲁克菲尔德资产管理,BAM
178,"Enbridge, Inc.",安桥公司,ENB
179,"NetEase, Inc.",网易,NTES
180,Duke Energy Corp.,杜克能源公司,DUK
181,"CME Group, Inc.",美国芝加哥商品交易所集团,CME
182,Celgene Corp.,新基公司,CELG
183,"Fiserv, Inc.",费哲公司,FISV
184,The Sherwin-Williams Co.,宣伟公司,SHW
185,Canadian National Railway Co.,加拿大国家铁路公司,CNI
186,"Dell Technologies, Inc.",戴尔,DELL
187,CSX Corp.,CSX运输,CSX
188,"Activision Blizzard, Inc.",动视暴雪公司,ATVI
189,Westpac Banking Corp.,澳洲西太平洋银行,WBK
190,ConocoPhillips,康菲石油公司,COP
191,"Mitsubishi UFJ Financial Group, Inc.","Mitsubishi UFJ Financial Group, Inc.",MUFG
192,Chubb Ltd.,安达保险公司,CB
193,United Technologies Corp.,联合技术公司,UTX
194,"PetroChina Co., Ltd.",中国石油天然气股份有限公司,PTR
195,iShares Core MSCI Emerging Markets ETF,iShares 核心MSCI新兴市场 ETF,IEMG
196,"Illinois Tool Works, Inc.",伊利诺工具集团,ITW
197,Coupang  Inc.,Coupang  Inc.,CPNG
198,Capital One Financial Corp.,第一资本金融公司,COF
199,Colgate-Palmolive Co.,高露洁棕榄有限公司,CL
200,Banco Santander SA,桑坦德银行,SAN
201,"Becton, Dickinson & Co.",碧迪公司,BDX
202,"HCA Healthcare, Inc.",HCA控股,HCA
203,Norfolk Southern Corp.,诺福克南方公司,NSC
204,Equinor ASA,Equinor ASA,EQNR
205,"Aetna, Inc.",安泰保险,AET
206,"Marsh & McLennan Cos., Inc.",威达信集团,MMC
207,iShares Core S&P Mid-Cap ETF,标普中型股400指数ETF-iShares,IJH
208,"MercadoLibre, Inc.","MercadoLibre, Inc.",MELI
209,"Baidu, Inc.",百度,BIDU
210,iShares Russell 1000 Growth ETF,罗素1000成长指数ETF-iShares,IWF
211,ABB Ltd.,阿西布朗勃法瑞公司,ABB
212,"Snowflake, Inc.","Snowflake, Inc.",SNOW
213,The Southern Co.,美国南方公司,SO
214,"VMware, Inc.",威睿公司,VMW
215,Bank of Montreal,蒙特利尔银行,BMO
216,"Equinix, Inc.",易昆尼克斯公司,EQIX
217,"Air Products & Chemicals, Inc.",空气化工产品有限公司,APD
218,"The Blackstone Group, Inc.",黑石集团,BX
219,"Autodesk, Inc.",欧特克公司,ADSK
220,China Petroleum & Chemical Corp.,中国石油化工股份有限公司,SNP
221,Petr贸leo Brasileiro SA,巴西石油公司,PBR.A
222,iShares Core S&P Small Cap ETF,标普小型股600指数ETF-iShares,IJR
223,Allergan Ltd. (Ireland),艾尔建制药公司,AGN
224,"Intercontinental Exchange, Inc.",洲际交易所,ICE
225,iPath Series B S&P 500 VIX Short-Term Futures ETN,iPath Series B S&P 500 VIX Short-Term Futures ETN,VXXB
226,Petr贸leo Brasileiro SA,巴西石油公司,PBR
227,ICICI Bank Ltd.,印度工业信贷投资银行,IBN
228,Moody's Corp.,穆迪公司,MCO
229,"NIO, Inc. (China)",蔚来汽车,NIO
230,"Ecolab, Inc.",艺康集团,ECL
231,"Dominion Energy, Inc.",道明尼资源公司,D
232,"Dell Technologies, Inc.","Dell Technologies, Inc.",DVMT
233,"KE Holdings, Inc.",贝壳找房,BEKE
234,"Dominion Energy, Inc.","Dominion Energy, Inc.",DCUE
235,China Life Insurance Co. Ltd.,中国人寿保险股份有限公司,LFC
236,"Freeport-McMoRan, Inc.",弗里波特-麦克莫兰铜金公司,FCX
237,"Analog Devices, Inc.",亚德诺半导体,ADI
238,Edwards Lifesciences Corp.,爱德华兹生命科学公司,EW
239,Boston Scientific Corp.,波士顿科学,BSX
240,Northrop Grumman Corp.,诺斯洛普&#8226;格鲁门公司,NOC
241,"Waste Management, Inc.",美国废物管理公司,WM
242,STELLANTIS N V,STELLANTIS N V,STLA
243,Newmont Corp.,纽曼矿业,NEM
244,"Illumina, Inc.","Illumina, Inc.",ILMN
245,"Workday, Inc.",工作日公司,WDAY
246,Banco Santander (Brasil) SA,桑坦德巴西分行,BSBR
247,Progressive Corp.,美国前进保险公司,PGR
248,"Twilio, Inc.","Twilio, Inc.",TWLO
249,Eaton Corp. Plc,伊顿公司,ETN
250,"Global Payments, Inc.",环汇有限公司,GPN
251,NXP Semiconductors NV,恩智浦,NXPI
252,Aon Plc,怡安保险,AON
253,"Humana, Inc.",休曼纳公司,HUM
254,"MetLife, Inc.",大都会人寿公司,MET
255,UBS Group AG,瑞士银行,UBS
256,Emerson Electric Co.,美国艾默生电气公司,EMR
257,Prudential Plc,英国保诚集团,PUK
258,Ford Motor Co.,福特汽车公司,F
259,Shire Plc,夏尔制药公司,SHPG
260,CNOOC Ltd.,中国海洋石油总公司,CEO
261,Canadian Pacific Railway Ltd.,加拿大太平洋铁路,CP
262,"Takeda Pharmaceutical Co., Ltd.","Takeda Pharmaceutical Co., Ltd.",TAK
263,The Kraft Heinz Co.,卡夫亨氏,KHC
264,Ita煤 Unibanco Holding SA,艾涛巴西联合银行,ITUB
265,"Vertex Pharmaceuticals, Inc.",福泰制药,VRTX
266,General Dynamics Corp.,通用动力,GD
267,"Regeneron Pharmaceuticals, Inc.",再生元制药公司,REGN
268,ING Groep NV,荷兰国际集团,ING
269,Ferrari NV,法拉利汽车公司,RACE
270,"Honda Motor Co., Ltd.",本田汽车公司,HMC
271,Vanguard Dividend Appreciation Index Fund,股利增长指数ETF-Vanguard,VIG
272,Express Scripts Holding Co.,快捷药方公司,ESRX
273,Southern Copper Corp.,美国南方铜业公司,SCCO
274,"Dow, Inc.",陶氏公司,DOW
275,"Keurig Dr Pepper, Inc.","Keurig Dr Pepper, Inc.",KDP
276,Ambev SA,安贝夫集团,ABEV
277,Koninklijke Philips NV,飞利浦电子公司,PHG
278,Vodafone Group Plc,沃达丰集团公司,VOD
279,Enterprise Products Partners LP,Enterprise Products Partners LP,EPD
280,RELX Plc,RELX Plc,RELX
281,ROBLOX CORPORATION,ROBLOX CORPORATION,RBLX
282,AEGON NV,AEGON NV,AEH
283,Canadian Imperial Bank of Commerce,加拿大帝国商业银行,CM
284,"Sumitomo Mitsui Financial Group, Inc.",三井住友金融集团,SMFG
285,"Coinbase Global, Inc.","Coinbase Global, Inc.",COIN
286,America Movil SAB de CV,美洲移动公司,AMX
287,TC Energy Corp.,TC Energy Corp.,TRP
288,"CrowdStrike Holdings, Inc.",CrowdStrike,CRWD
289,America Movil SAB de CV,America Movil SAB de CV,AMOV
290,Monster Beverage Corp.,怪物饮料,MNST
291,iShares Russell 1000 Value ETF,罗素1000价值指数ETF-iShares,IWD
292,Public Storage,公共存储公司,PSA
293,KLA Corp.,科磊公司,KLAC
294,Lloyds Banking Group Plc,劳埃德银行,LYG
295,Vanguard FTSE All-World ex-US Index Fund,非美地区ETF-Vanguard FTSE,VEU
296,National Grid Plc,英国国家电网公司,NGG
297,Thomson Reuters Corp.,汤森路透,TRI
298,Banco Bradesco SA,巴西布拉德斯科银行,BBD
299,Dollar General Corp.,美国达乐公司,DG
300,"IDEXX Laboratories, Inc.",IDEXX实验室,IDXX
301,"Praxair, Inc.",普莱克斯公司,PX
302,Johnson Controls International Plc,江森自控公司,JCI
303,"Align Technology, Inc.",阿莱技术公司,ALGN
304,"Marriott International, Inc.",万豪国际,MAR
305,"Roper Technologies, Inc.",儒博实业,ROP
306,"EOG Resources, Inc.",依欧格资源公司,EOG
307,DoorDash Inc,DoorDash,DASH
308,"Twitter, Inc.",推特公司,TWTR
309,"Constellation Brands, Inc.",（STZ.B）,STZ.B
310,"Constellation Brands, Inc.",星座品牌酒业,STZ
311,"IQVIA Holdings, Inc.","IQVIA Holdings, Inc.",IQV
312,Spotify Technology SA,Spotify Technology SA,SPOT
313,Williams Partners LP,Williams Partners LP,WPZ
314,The Bank of New York Mellon Corp.,纽约梅隆银行公司,BK
315,Las Vegas Sands Corp.,金沙集团,LVS
316,"Ross Stores, Inc.",罗斯百货有限公司,ROST
317,"Walgreens Boots Alliance, Inc.",沃尔格林联合博姿集团,WBA
318,"BCE, Inc.",加拿大贝尔,BCE
319,"lululemon athletica, Inc.","lululemon athletica, Inc.",LULU
320,Carvana Co.,Carvana Co.,CVNA
321,IHS Markit Ltd.,IHS Markit Ltd.,INFO
322,TE Connectivity Ltd.,泰科电子有限公司,TEL
323,"DuPont de Nemours, Inc.",杜邦公司,DD
324,Kimberly-Clark Corp.,金伯利克拉克公司,KMB
325,Eni SpA,埃尼石油公司,E
326,Exelon Corp.,艾斯能公司,EXC
327,"UiPath, Inc.",UiPath,PATH
328,Schlumberger NV,斯伦贝谢公司,SLB
329,"American International Group, Inc.",美国国际集团,AIG
330,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",LHX
331,Telefonaktiebolaget LM Ericsson,爱立信电信公司,ERIC
332,Trane Technologies Plc,Trane Technologies Plc,TT
333,Barclays Plc,巴克莱银行,BCS
334,Barrick Gold Corp.,巴里克黄金,GOLD
335,"American Electric Power Co., Inc.",美国电力公司,AEP
336,Centene Corp.,Centene Corp.,CNC
337,iShares Gold Trust,黄金ETF-iShares,IAU
338,Wipro Ltd.,Wipro Ltd.,WIT
339,"Microchip Technology, Inc.",微芯科技公司,MCHP
340,"T. Rowe Price Group, Inc.",罗派斯集团有限公司,TROW
341,"Digital Realty Trust, Inc.",数字房地产信托公司,DLR
342,"PPG Industries, Inc.",PPG工业,PPG
343,Barclays Bank PLC iPath Series B S&#38;P 500 VIX Mid-Term Future,Barclays Bank PLC iPath Series B S&#38;P 500 VIX Mid-Term Future,VXZB
344,"Worldpay, Inc.","Worldpay, Inc.",WP
345,"eBay, Inc.",eBay,EBAY
346,"Simon Property Group, Inc.",西蒙地产集团,SPG
347,BB&T Corp.,BB&T银行,BBT
348,"Kinder Morgan, Inc.",金德尔摩根公司,KMI
349,"Palantir Technologies, Inc.","Palantir Technologies, Inc.",PLTR
350,Sempra Energy,桑普拉能源公司,SRE
351,Sysco Corp.,西思科公司,SYY
352,"Baxter International, Inc.",百特国际有限公司,BAX
353,"Electronic Arts, Inc.",电子艺界公司,EA
354,"Prudential Financial, Inc.",保德信金融集团,PRU
355,Banco Bradesco SA,布拉德斯科银行,BBDO
356,Banco Bilbao Vizcaya Argentaria SA,Banco Bilbao Vizcaya Argentaria SA,BBVA
357,"Veeva Systems, Inc.","Veeva Systems, Inc.",VEEV
358,"Agilent Technologies, Inc.",安捷伦科技公司,A
359,The Allstate Corp.,美国好事达保险公司,ALL
360,CRH Plc,CRH水泥,CRH
361,"Biogen, Inc.",百健艾迪股份有限公司,BIIB
362,"Mizuho Financial Group, Inc.",瑞穗金融集团,MFG
363,"HP, Inc.",惠普,HPQ
364,Amphenol Corp.,安费诺集团,APH
365,"Pinterest, Inc.",Pinterest,PINS
366,Manulife Financial Corp.,Manulife Financial Corp.,MFC
367,Canadian Natural Resources Ltd.,加拿大自然资源公司,CNQ
368,"Bilibili, Inc.",哔哩哔哩公司,BILI
369,Marathon Petroleum Corp.,马拉松石油公司,MPC
370,"The Travelers Cos., Inc.",旅行者财产险集团,TRV
371,Parker-Hannifin Corp.,派克汉尼汾,PH
372,"Alexion Pharmaceuticals, Inc.",亚力兄制药,ALXN
373,Carrier Global Corp.,Carrier Global Corp.,CARR
374,"Synopsys, Inc.",新思科技,SNPS
375,Aptiv Plc,Aptiv Plc,APTV
376,Brown-Forman Corp.,布朗霍文集团,BF.B
377,"DocuSign, Inc.","DocuSign, Inc.",DOCU
378,"MSCI, Inc.","MSCI, Inc.",MSCI
379,"General Mills, Inc.",通用磨坊有限公司,GIS
380,"Aflac, Inc.",美国家庭人寿保险公司,AFL
381,"Xcel Energy, Inc.",卓越能源,XEL
382,"Chipotle Mexican Grill, Inc.",墨式烧烤公司,CMG
383,Cognizant Technology Solutions Corp.,高知特信息技术有限公司,CTSH
384,"Cummins, Inc.",康明斯,CMI
385,"Corning, Inc.",康宁公司,GLW
386,Cintas Corp.,信达思公司,CTAS
387,Archer-Daniels-Midland Co.,阿彻丹尼尔斯米德兰公司,ADM
388,LyondellBasell Industries NV,利安德巴塞尔公司,LYB
389,"O'Reilly Automotive, Inc.",奥莱利汽车公司,ORLY
390,Pioneer Natural Resources Co.,先锋自然资源,PXD
391,Anadarko Petroleum Corp.,阿纳达科石油股份有限公司,APC
392,Phillips 66,菲利普66公司,PSX
393,"Paychex, Inc.",沛齐公司,PAYX
394,Southwest Airlines Co.,西南航空,LUV
395,The Hershey Co.,好时食品集团,HSY
396,"Yum! Brands, Inc.",百胜餐饮集团,YUM
397,iShares iBoxx $ Investment Grade Corporate Bond ETF,债券指数ETF-iShares iBoxx投资级公司债,LQD
398,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc.",PANW
399,Brown-Forman Corp.,Brown-Forman Corp.,BF.A
400,Sprint Corp.,斯普林特奈科斯特公司,S
401,"Discovery, Inc.",探索传播B类股,DISCB
402,iShares MSCI Emerging Markets ETF,新兴市场ETF-iShares MSCI,EEM
403,"Cadence Design Systems, Inc.",铿腾电子,CDNS
404,"International Flavors & Fragrances, Inc.",国际香料香精公司,IFF
405,"Fortinet, Inc.",飞塔信息公司,FTNT
406,Discover Financial Services,发现金融服务,DFS
407,"Hilton Worldwide Holdings, Inc.",希尔顿酒店,HLT
408,Carnival Corp.,嘉年华公司,CCL
409,"Alcon, Inc.",爱尔康,ALC
410,"Suncor Energy, Inc.",森科能源公司,SU
411,Nutrien Ltd.,Nutrien Ltd.,NTR
412,"Rocket Cos., Inc.","Rocket Cos., Inc.",RKT
413,"Republic Services, Inc.",共和服务公司,RSG
414,"Motorola Solutions, Inc.",摩托罗拉系统公司,MSI
415,"Stanley Black & Decker, Inc.",美国史丹利公司,SWK
416,"DexCom, Inc.",德康医疗,DXCM
417,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",ZBH
418,"TransDigm Group, Inc.","TransDigm Group, Inc.",TDG
419,"D.R. Horton, Inc.",霍顿房屋公司,DHI
420,Orange SA,法国电信公司,ORAN
421,"Wayfair, Inc.","Wayfair, Inc.",W
422,"CoStar Group, Inc.",科斯塔,CSGP
423,ArcelorMittal SA,安赛乐米塔尔,MT
424,Willis Towers Watson Plc,Willis Towers Watson Plc,WLTW
425,"Red Hat, Inc.",红帽公司,RHT
426,Otis Worldwide Corp.,Otis Worldwide Corp.,OTIS
427,"First Republic Bank (San Francisco, California)",第一共和银行,FRC
428,STMicroelectronics NV,意法半导体,STM
429,NatWest Group Plc,NatWest Group Plc,NWG
430,"Corteva, Inc.",科迪华农业科技公司,CTVA
431,"Marvell Technology, Inc.",迈威尔科技,MRVL
432,SBA Communications Corp.,SBA通信公司,SBAC
433,Raytheon Co.,雷神公司,RTN
434,iShares Core S&P Total U.S. Stock Market ETF,iShares 核心标普全美股票 ETF,ITOT
435,Valero Energy Corp.,瓦莱罗能源,VLO
436,"KKR & Co., Inc.","KKR & Co., Inc.",KKR
437,BeiGene Ltd.,百济神州公司,BGNE
438,"Chunghwa Telecom Co., Ltd.",中华电信,CHT
439,"The Williams Cos., Inc.",威廉姆斯公司,WMB
440,"Waste Connections, Inc.","Waste Connections, Inc.",WCN
441,"PACCAR, Inc.",帕卡公司,PCAR
442,"Public Service Enterprise Group, Inc.",美国公共服务企业集团,PEG
443,SVB Financial Group,硅谷银行,SIVB
444,Liberty Broadband Corp.,Liberty Broadband Corp.,LBRDK
445,"Welltower, Inc.","Welltower, Inc.",WELL
446,The Alerian MLP ETF,The Alerian MLP ETF,AMLP
447,Deutsche Bank AG,德意志银行,DB
448,"SunTrust Banks, Inc.",太阳信托银行,STI
449,"Sun Life Financial, Inc.",永明金融,SLF
450,"AutoZone, Inc.",汽车地带,AZO
451,VF Corp.,威富集团,VFC
452,Lufax Holding Ltd,陆金所控股,LU
453,Lennar Corp.,莱纳建筑公司,LEN
454,"AMETEK, Inc.",阿美特克公司,AME
455,McKesson Corp.,麦克森公司,MCK
456,"Chewy, Inc.",Chewy,CHWY
457,Liberty Broadband Corp.,Liberty Broadband Corp.,LBRDA
458,FERGUSON PLC,FERGUSON PLC,FERG
459,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc.",ODFL
460,"Xilinx, Inc.",赛灵思公司,XLNX
461,TELUS Corp.,泰勒斯,TU
462,Fastenal Co.,快扣,FAST
463,"Delta Air Lines, Inc.",达美航空,DAL
464,"ViacomCBS, Inc.",维亚康姆CBS,VIACA
465,Vanguard Intermediate-Term Corporate Bond Index Fund,Vanguard中期公司债指数ETF,VCIT
466,"Copart, Inc.",科帕特,CPRT
467,"Rockwell Automation, Inc.",罗克韦尔公司,ROK
468,Nucor Corp.,纽柯钢铁,NUE
469,State Street Corp.,道富集团,STT
470,First Data Corp.,First Data Corp.,FDC
471,Arthur J. Gallagher & Co.,亚瑟加拉格尔有限公司,AJG
472,"ResMed, Inc.",瑞思迈公司,RMD
473,"Mettler-Toledo International, Inc.",梅特勒-托利多,MTD
474,Vanguard Short-Term Corporate Bond ETF,Vanguard短期公司债指数ETF,VCSH
475,MPLX LP,MPLX LP,MPLX
476,"WEC Energy Group, Inc.",威斯康辛能源,WEC
477,"Ameriprise Financial, Inc.",美价金融,AMP
478,"CBRE Group, Inc.","CBRE Group, Inc.",CBRE
479,"ANSYS, Inc.",安西斯公司,ANSS
480,Fifth Third Bancorp,五三银行,FITB
481,"Best Buy Co., Inc.",百思买,BBY
482,Luxottica Group S.p.A. ADS,陆逊梯卡,LUX
483,"Tyson Foods, Inc.",泰森食品,TSN
484,Fomento Economico Mexicano SAB de CV,Fomento Economico Mexicano SAB de CV,FMX
485,"Magna International, Inc.",曼格纳国际,MGA
486,"Zillow Group, Inc.","Zillow Group, Inc.",ZG
487,iShares Russell 1000 ETF,罗素1000指数ETF-iShares,IWB
488,Franco-Nevada Corp.,Franco-Nevada Corp.,FNV
489,"AvalonBay Communities, Inc.",阿瓦隆湾社区物产公司,AVB
490,Carnival Plc,嘉年华存托凭证,CUK
491,Equity Residential,资产住宅公司,EQR
492,Weyerhaeuser Co.,惠好公司,WY
493,"Huntington Bancshares, Inc.","Huntington Bancshares, Inc.",HBANN
494,"Equifax, Inc.",艾可菲公司,EFX
495,"Zillow Group, Inc.","Zillow Group, Inc.",Z
496,"American Water Works Co., Inc.",美国水务工程公司,AWK
497,"Verisk Analytics, Inc.","Verisk Analytics, Inc.",VRSK
498,"Interactive Brokers Group, Inc.",盈透证券,IBKR
499,Eversource Energy,能源方案,ES
500,Nokia Oyj,诺基亚公司,NOK
501,"Skyworks Solutions, Inc.",思佳讯,SWKS
502,Telef贸nica SA,西班牙电信公司,TEF
503,"Yum China Holdings, Inc.",百胜中国控股有限公司,YUMC
504,The Kroger Co.,克罗格公司,KR
505,"ViacomCBS, Inc.",维亚康姆CBS,VIAC
506,Coca-Cola Europacific Partners Plc,Coca-Cola Europacific Partners Plc,CCEP
507,Seagen Inc.,Seagen Inc.,SGEN
508,Garmin Ltd.,佳明公司,GRMN
509,Energy Transfer LP,Energy Transfer LP,ET
510,Synchrony Financial,Synchrony Financial,SYF
511,"Nasdaq, Inc.",纳斯达克OMX集团,NDAQ
512,"Maxim Integrated Products, Inc.",美信集成产品公司,MXIM
513,Ball Corp.,波尔公司,BLL
514,"EPAM Systems, Inc.","EPAM Systems, Inc.",EPAM
515,"Unity Software, Inc.","Unity Software, Inc.",U
516,Laboratory Corp. of America Holdings,实验美控,LH
517,Zebra Technologies Corp.,美国斑马技术有限公司,ZBRA
518,"Consolidated Edison, Inc.",爱迪生联合电气公司,ED
519,DTE Energy Co.,DTE能源公司,DTE
520,Kansas City Southern,堪萨斯南方铁路,KSU
521,"Zscaler, Inc.","Zscaler, Inc.",ZS
522,Genmab A/S,Genmab A/S,GMAB
523,"ZTO Express (Cayman), Inc.",中通快递,ZTO
524,Hormel Foods Corp.,荷美尔食品,HRL
525,Tencent Music Entertainment Group,腾讯音乐娱乐集团,TME
526,"Alexandria Real Estate Equities, Inc.",亚历山大房地产股票有限公司,ARE
527,"Keysight Technologies, Inc.","Keysight Technologies, Inc.",KEYS
528,Trip.com Group Ltd.,携程旅行网,TCOM
529,Hess Corp.,赫斯公司,HES
530,"Rogers Communications, Inc.",罗杰斯通信,RCI
531,"Arista Networks, Inc.","Arista Networks, Inc.",ANET
532,Realty Income Corp.,Realty Income Corp.,O
533,Credit Suisse Group AG,瑞士信贷集团,CS
534,"Expedia Group, Inc.","Expedia Group, Inc.",EXPE
535,Ryanair Holdings Plc,Ryanair Holdings Plc,RYAAY
536,TAL Education Group,好未来教育集团,TAL
537,"West Pharmaceutical Services, Inc.","West Pharmaceutical Services, Inc.",WST
538,"Dollar Tree, Inc.",美元树公司,DLTR
539,Schwab U.S. Large-Cap ETF,嘉信 美国大盘股 ETF,SCHX
540,"XPeng, Inc.",小鹏汽车,XPEV
541,"VeriSign, Inc.",威瑞信公司,VRSN
542,Baker Hughes Co.,Baker Hughes Co.,BKR
543,Northern Trust Corp.,北方信托公司,NTRS
544,"Slack Technologies, Inc.",Slack,WORK
545,Energy Transfer Operating LP,Energy Transfer Operating LP,ETP
546,AppLovin Corp.,AppLovin Corp.,APP
547,SPDR S&P Midcap 400 ETF Trust,标普中型股400指数ETF-SPDR,MDY
548,International Paper Co.,国际纸业公司,IP
549,"Cloudflare, Inc.","Cloudflare, Inc.",NET
550,"Sirius XM Holdings, Inc.","Sirius XM Holdings, Inc.",SIRI
551,"Canon, Inc.",佳能公司,CAJ
552,Lennar Corp.,莲娜,LEN.B
553,Vulcan Materials Co.,火神材料公司,VMC
554,Fortive Corp.,Fortive Corp.,FTV
555,Ecopetrol SA,哥伦比亚国家石油,EC
556,Yandex NV,Yandex,YNDX
557,Royalty Pharma Plc,Royalty Pharma Plc,RPRX
558,Schwab International Equity ETF,嘉信 国际股票 ETF,SCHF
559,"C. R. Bard, Inc. (New Jersey)",巴德集团,BCR
560,"W.W. Grainger, Inc.",美国固安捷,GWW
561,Stellantis NV,菲亚特-克莱斯勒汽车公司,FCAU
562,POSCO,浦项钢铁,PKX
563,Vanguard FTSE Europe ETF,欧洲ETF-Vanguard MSCI,VGK
564,"McCormick & Co., Inc.",味好美公司,MKC
565,Imperial Oil Ltd.,帝国石油公司,IMO
566,"McCormick & Co., Inc.",味好美,MKC.V
567,Cerner Corp.,美国塞纳公司,CERN
568,Fresenius Medical Care AG & Co. KGaA,Fresenius Medical Care AG & Co. KGaA,FMS
569,"RingCentral, Inc.","RingCentral, Inc.",RNG
570,"United Rentals, Inc.",联合租赁,URI
571,Occidental Petroleum Corp.,西方石油公司,OXY
572,Total System Services LLC,完全系统,TSS
573,"HubSpot, Inc.","HubSpot, Inc.",HUBS
574,AmerisourceBergen Corp.,美源伯根集团,ABC
575,Royal Caribbean Group,皇家加勒比邮轮,RCL
576,"ONEOK, Inc.",万欧克,OKE
577,CDW Corp.,CDW Corp.,CDW
578,"Rockwell Collins, Inc.",罗克韦尔柯林斯,COL
579,DISH Network Corp.,DISH Network Corp.,DISH
580,"The Hartford Financial Services Group, Inc.",美国哈特福德金融服务公司,HIG
581,Andeavor LLC,Andeavor LLC,ANDV
582,St. Jude Medical LLC,美国圣犹达医疗,STJ
583,SPDR S&P Dividend ETF,股息指数ETF-SPDR S&P,SDY
584,PT Telkom Indonesia (Persero) Tbk,印尼电信,TLK
585,"Martin Marietta Materials, Inc.",马丁-玛丽埃塔材料,MLM
586,"Teladoc Health, Inc.","Teladoc Health, Inc.",TDOC
587,Western Digital Corp.,西部数据公司,WDC
588,Northern Trust Corp.,Northern Trust Corp.,NTRSP
589,Brookfield Infrastructure Partners LP,布鲁克菲尔德公共建设,BIP
590,"Baker Hughes, a GE Co.","Baker Hughes, a GE Co.",BHGE
591,"FleetCor Technologies, Inc.",FleetCor科技,FLT
592,United Microelectronics Corp.,联华电子公司,UMC
593,iShares TIPS Bond ETF,通胀债券指数ETF-iShares Barclays,TIP
594,Coca-Cola European Partners Plc,可口可乐企业,CCE
595,"CGI, Inc.","CGI, Inc.",GIB
596,Kellogg Co.,家乐氏,K
597,CNH Industrial NV,CNH Industrial NV,CNHI
598,PPL Corp.,PPL宾州电力公司,PPL
599,Harris Corp.,哈里斯公司,HRS
600,"Dr Pepper Snapple Group, Inc.",澎泉思蓝宝,DPS
601,"XP, Inc.","XP, Inc.",XP
602,"Caesars Entertainment, Inc.",凯撒娱乐,CZR
603,KeyCorp,KeyCorp,KEY
604,Seagate Technology Holdings Plc,希捷科技公司,STX
605,The Clorox Co.,高乐氏公司,CLX
606,Regions Financial Corp.,地区金融公司,RF
607,"Burlington Stores, Inc.","Burlington Stores, Inc.",BURL
608,Fox Corp.,21世纪福克斯公司,FOXA
609,Quintiles Transnational Holdings Inc,昆泰医药,Q
610,Vanguard Large-Cap Index Fund,领航 大盘股 ETF,VV
611,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,WPM
612,TD Ameritrade Holding Corp.,亚美利交易控股公司,AMTD
613,ishares Core MSCI Total International Stock ETF,iShares核心MSCI国际全股市ETF,IXUS
614,"Take-Two Interactive Software, Inc.","Take-Two Interactive Software, Inc.",TTWO
615,"Teradyne, Inc.",泰瑞达公司,TER
616,Ameren Corp.,阿美能公司,AEE
617,Dover Corp.,美国都福集团,DOV
618,"Cheniere Energy, Inc.","Cheniere Energy, Inc.",LNG
619,China Telecom Corp. Ltd.,中国电信集团公司,CHA
620,"Fortis, Inc.","Fortis, Inc.",FTS
621,CureVac NV,CureVac NV,CVAC
622,WPP plc,WPP plc,WPPGY
623,Edison International,爱迪生国际公司,EIX
624,Invesco S&P 500 Equal Weight ETF,平均加权指数ETF-Rydex S&P,RSP
625,"Church & Dwight Co., Inc.",丘奇＆德怀特,CHD
626,ORIX Corp.,欧力士,IX
627,iShares Select Dividend ETF,股息指数ETF-iShares Dow Jones,DVY
628,Entergy Corp.,安特吉公司,ETR
629,Hewlett-Packard Enterprise Co.,Hewlett-Packard Enterprise Co.,HPE
630,Tractor Supply Co.,拖拉机供应公司,TSCO
631,"Restaurant Brands International, Inc.","Restaurant Brands International, Inc.",QSR
632,Horizon Therapeutics Plc,Horizon Therapeutics Plc,HZNP
633,"Xylem, Inc.",赛莱默公司,XYL
634,MGM Resorts International,美高梅,MGM
635,Fox Corp.,Fox Corp.,FOX
636,"Expeditors International of Washington, Inc.",康捷国际,EXPD
637,"Citizens Financial Group, Inc. (Rhode Island)","Citizens Financial Group, Inc. (Rhode Island)",CFG
638,BT Group Plc,英国电信公司,BT
639,"Ventas, Inc.",芬塔公司,VTR
640,"Li Auto, Inc.",理想汽车公司,LI
641,"Ingersoll Rand, Inc.",英格索兰,IR
642,TransUnion,TransUnion,TRU
643,"Invitation Homes, Inc.","Invitation Homes, Inc.",INVH
644,Vanguard Mid-Cap Growth Index Fund,领航 中盘成长型 ETF,VOT
645,FirstEnergy Corp.,第一能源公司,FE
646,"Avangrid, Inc.","Avangrid, Inc.",AGR
647,Futu Holdings Ltd.,富途控股,FUTU
648,"Immunomedics, Inc.","Immunomedics, Inc.",IMMU
649,M&T Bank Corp.,美国制商银行,MTB
650,Kyocera Corp.,日本京瓷,KYO
651,iShares S&P 500 Value ETF,标普500价值指数ETF-iShares,IVE
652,"Qorvo, Inc.",科沃,QRVO
