,name,cname,symbol
6982,"Flux Power Holdings, Inc.","Flux Power Holdings, Inc.",FLUX
6983,StoneCastle Financial Corp.,StoneCastle Financial Corp.,BANX
6984,MFS Government Markets Income Trust,MFSA政府投资基金,MGF
6985,"Second Sight Medical Products, Inc.","Second Sight Medical Products, Inc.",EYES
6986,"Checkmate Pharmaceuticals, Inc.","Checkmate Pharmaceuticals, Inc.",CMPI
6987,"XpresSpa Group, Inc.","XpresSpa Group, Inc.",XSPA
6988,Nuveen Georgia Quality Municipal Income Fund,Nuveen Georgia Quality Municipal Income Fund,NKG
6989,VelocityShares 3x Inverse Crude Oil ETN,VelocityShares 三倍做空原油 ETN,DWT
6990,CA HEALTHCARE ACQUISITION CORP,CA HEALTHCARE ACQUISITION CORP,CAHC
6991,Power REIT,Power REIT,PW
6992,DLH Holdings Corp.,DLH Holdings Corp.,DLHC
6993,ACKRELL SPAC PARTNERS I CO,ACKRELL SPAC PARTNERS I CO,ACKIT
6994,Invesco CurrencyShares Swiss Franc Trust,瑞士法郎ETF-CurrencyShares,FXF
6995,"Carolina Bank Holdings, Inc.",卡罗莱纳银行控股,CLBH
6996,"RLJ Entertainment, Inc.","RLJ Entertainment, Inc.",RLJE
6997,LONGBOARD PHARMACEUTICALS INC,LONGBOARD PHARMACEUTICALS INC,LBPH
6998,"Manitex International, Inc.","Manitex International, Inc.",MNTX
6999,First Trust Nasdaq-100 Ex-Technology Sector Index Fund,First Trust Nasdaq-100 Ex-Technology Sector Index Fund,QQXT
7000,Graham Corp.,Graham Corp.,GHM
7001,Fidelity Limited Term Bond ETF,富达 有限期公司债券 ETF,FLTB
7002,RADCOM Ltd.,RADCOM Ltd.,RDCM
7003,Vascular Biogenics Ltd.,Vascular Biogenics Ltd.,VBLT
7004,Xtrackers MSCI Emerging Markets Hedged Equity ETF,Xtrackers MSCI Emerging Markets Hedged Equity ETF,DBEM
7005,Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,QARP
7006,American Resources Corp. (Indiana),American Resources Corp. (Indiana),AREC
7007,"USIO, Inc.","USIO, Inc.",USIO
7008,"Alpine Income Property Trust, Inc.","Alpine Income Property Trust, Inc.",PINE
7009,"Advanced Emissions Solutions, Inc.","Advanced Emissions Solutions, Inc.",ADES
7010,MALLARD ACQUISITION CORP,MALLARD ACQUISITION CORP,MACUU
7011,"Milestone Scientific, Inc.","Milestone Scientific, Inc.",MLSS
7012,"Intevac, Inc.",因特瓦克,IVAC
7013,"KCAP Financial, Inc.",科尔伯格资本,KCAP
7014,Invesco S&P SmallCap Value with Momentum ETF,Invesco S&P SmallCap Value with Momentum ETF,XSVM
7015,"Malvern Bancorp, Inc.","Malvern Bancorp, Inc.",MLVF
7016,"Novan, Inc.","Novan, Inc.",NOVN
7017,"Aberdeen Emerging Markets Smaller Co. Opportunities Fund, Inc.","Aberdeen Emerging Markets Smaller Co. Opportunities Fund, Inc.",ABE
7018,"SB Financial Group, Inc.","SB Financial Group, Inc.",SBFG
7019,ACRES Commercial Realty Corp.,ACRES Commercial Realty Corp.,XAN
7020,iShares ESG Aware MSCI USA ETF,iShares ESG Aware MSCI USA ETF,ESGU
7021,Stone Harbor Emerging Markets Income Fund,Stone Harbor Emerging Markets Income Fund,EDF
7022,iShares Government/Credit Bond ETF,iShares Government/Credit Bond ETF,GBF
7023,"Fortress Biotech, Inc.","Fortress Biotech, Inc.",FBIOP
7024,"First Eagle Alternative Capital BDC, Inc.","First Eagle Alternative Capital BDC, Inc.",FCRD
7025,EdtechX Holdings Acquisition Corp.,EdtechX Holdings Acquisition Corp.,EDTX
7026,"Forum Energy Technologies, Inc.","Forum Energy Technologies, Inc.",FET
7027,Global X S&P 500 Covered Call ETF,Global X 标普500 Covered Call ETF,HSPX
7028,"Larimar Therapeutics, Inc.","Larimar Therapeutics, Inc.",LRMR
7029,Invesco Active U.S. Real Estate Fund,Invesco Active U.S. Real Estate Fund,PSR
7030,ProShares Short Russell2000,罗素2000指数ETF-ProShares两倍做空,RWM
7031,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,RCD
7032,Nuveen Massachusetts Quality Municipal Income Fund,纽文马萨诸塞市保基金,NMT
7033,Nationwide Maximum Diversification US Core Equity ETF,Nationwide Maximum Diversification US Core Equity ETF,MXDU
7034,"Hearthstone Utilities, Inc.","Hearthstone Utilities, Inc.",EGAS
7035,"PCM Fund, Inc.","PCM Fund, Inc.",PCM
7036,DWS Strategic Municipal Income Trust,DWS市政债务基金,KSM
7037,Stewardship Financial Corp.,Stewardship Financial Corp.,SSFN
7038,OTR Acquisition Corp.,OTR Acquisition Corp.,OTRAU
7039,Partners Bancorp,Partners Bancorp,PTRS
7040,Invesco S&P MidCap 400 Equal Weight ETF,Invesco S&P MidCap 400 Equal Weight ETF,EWMC
7041,"Natural Gas Services Group, Inc.","Natural Gas Services Group, Inc.",NGS
7042,"Xynomic Pharmaceutical Holdings, Inc.","Xynomic Pharmaceutical Holdings, Inc.",XYN
7043,"Auburn National Bancorporation, Inc.","Auburn National Bancorporation, Inc.",AUBN
7044,MALLARD ACQUISITION CORP,MALLARD ACQUISITION CORP,MACU
7045,"Elevate Credit, Inc.","Elevate Credit, Inc.",ELVT
7046,"Entergy Texas, Inc.","Entergy Texas, Inc.",EZT
7047,"USA Truck, Inc.","USA Truck, Inc.",USAK
7048,Wealthbridge Acquisition Ltd.,Wealthbridge复合权证,HHHHU
7049,AMERICAN ACQUISITION OPPORTUNIT,AMERICAN ACQUISITION OPPORTUNIT,AMAOU
7050,"First Financial Northwest, Inc.","First Financial Northwest, Inc.",FFNW
7051,O'Shares FTSE Russell Small Cap Quality Dividend ETF,O'Shares FTSE Russell Small Cap Quality Dividend ETF,OUSM
7052,MFS High Yield Municipal Trust,MFS High Yield Municipal Trust,CMU
7053,Franklin Financial Services Corp. (Pennsylvania),Franklin Financial Services Corp. (Pennsylvania),FRAF
7054,"Reading International, Inc.","Reading International, Inc.",RDI
7055,"Navios Maritime Holdings, Inc.",Navios海事控股,NM
7056,Virtus Global Multi-Sector Income Fund,Virtus Global Multi-Sector Income Fund,VGI
7057,"Westwater Resources, Inc.","Westwater Resources, Inc.",WWR
7058,OTR ACQUISITION CORP,OTR ACQUISITION CORP,OTRA
7059,"BBQ Holdings, Inc.","BBQ Holdings, Inc.",BBQ
7060,"Western Asset Intermediate Muni Fund, Inc.","Western Asset Intermediate Muni Fund, Inc.",SBI
7061,Arlington Asset Investment Corp.,阿灵顿资产投资公司,AAIC
7062,Spark Networks SE,Spark Networks SE,LOV
7063,Direxion Daily Regional Banks Bull 3X Shares,Direxion Daily Regional Banks Bull 3X Shares,DPST
7064,Nuveen Select Maturities Municipal Fund,纽文精选市政基金,NIM
7065,SPI Energy Co. Ltd.,SPI Energy Co. Ltd.,SPI
7066,Popular Capital Trust II,Popular Capital Trust II,BPOPM
7067,LMF Acquisition Opportunities Inc,LMF Acquisition Opportunities Inc,LMAOU
7068,Tanzanian Gold Corp.,Tanzanian Gold Corp.,TRX
7069,"RumbleOn, Inc.","RumbleOn, Inc.",RMBL
7070,"Protalix Biotherapeutics, Inc.","Protalix Biotherapeutics, Inc.",PLX
7071,"China Automotive Systems, Inc.",中国汽车系统股份公司,CAAS
7072,JIYA ACQUISITION CORP,JIYA ACQUISITION CORP,JYAC
7073,"Champions Oncology, Inc.","Champions Oncology, Inc.",CSBR
7074,"American Acquisition Opportunity, Inc.","American Acquisition Opportunity, Inc.",AMAO
7075,BioLineRx Ltd.,BioLineRx Ltd.,BLRX
7076,SIO GENE THERAPIES INC,SIO GENE THERAPIES INC,SIOX
7077,"Stabilis Solutions, Inc.","Stabilis Solutions, Inc.",SLNG
7078,"Imprimis Pharmaceuticals, Inc.","Imprimis Pharmaceuticals, Inc.",IMMY
7079,EUCRATES BIOMEDICAL ACQ CORP,EUCRATES BIOMEDICAL ACQ CORP,EUCR
7080,"Imara, Inc.","Imara, Inc.",IMRA
7081,S&W Seed Co.,S&W Seed Co.,SANW
7082,Amplify Energy Corp.,Amplify Energy Corp.,AMPY
7083,"Manning & Napier, Inc.","Manning & Napier, Inc.",MN
7084,ProShares Ultra Real Estate,房地产指数ETF-ProShares两倍做多美国房地产,URE
7085,Nationwide Risk-Based International Equity ETF,Nationwide Risk-Based International Equity ETF,RBIN
7086,Nymox Pharmaceutical Corp.,Nymox Pharmaceutical Corp.,NYMX
7087,"Vericity, Inc.","Vericity, Inc.",VERY
7088,"Saga Communications, Inc.","Saga Communications, Inc.",SGA
7089,"Salisbury Bancorp, Inc.","Salisbury Bancorp, Inc.",SAL
7090,"Armstrong Flooring, Inc.","Armstrong Flooring, Inc.",AFI
7091,"Ault Global Holdings, Inc.","Ault Global Holdings, Inc.",DPW
7092,SPDR DoubleLine Short Duration Total Return Tactical ETF,SPDR DoubleLine Short Duration Total Return Tactical ETF,STOT
7093,Invesco S&P SmallCap Financials ETF,Invesco S&P SmallCap Financials ETF,PSCF
7094,Avino Silver & Gold Mines Ltd.,Avino Silver & Gold Mines Ltd.,ASM
7095,"ModusLink Global Solutions, Inc.",麦迪实软件,MLNK
7096,"Brainstorm Cell Therapeutics, Inc.","Brainstorm Cell Therapeutics, Inc.",BCLI
7097,Bowman Consulting Group Ltd.,Bowman Consulting Group Ltd.,BWMN
7098,CONSOL Coal Resources LP,CONSOL Coal Resources LP,CCR
7099,"Bancorp of New Jersey, Inc.","Bancorp of New Jersey, Inc.",BKJ
7100,Capitala Finance Corp.,Capitala Finance Corp.,CPTAL
7101,Vince Holding Corp.,Vince Holding Corp.,VNCE
7102,Goldman Sachs Hedge Industry VIP ETF,Goldman Sachs Hedge Industry VIP ETF,GVIP
7103,"Aquestive Therapeutics, Inc.","Aquestive Therapeutics, Inc.",AQST
7104,"Zagg, Inc.","Zagg, Inc.",ZAGG
7105,"Catalyst Biosciences, Inc.","Catalyst Biosciences, Inc.",CBIO
7106,"The Thai Fund, Inc.",泰国基金,TTF
7107,"Juniper Pharmaceuticals, Inc.","Juniper Pharmaceuticals, Inc.",JNP
7108,"Special Opportunities Fund, Inc.","Special Opportunities Fund, Inc.",SPE
7109,Wells Fargo Utilities & High Income Fund,Wells Fargo Utilities & High Income Fund,ERH
7110,PIMCO New York Municipal Income Fund II,PNI市政收益基金,PNI
7111,"Ocean Bio-Chem, Inc.","Ocean Bio-Chem, Inc.",OBCI
7112,"Diamond Offshore Drilling, Inc.",钻石海上钻探公司,DO
7113,Riverfront Dynamic Core Income ETF,Riverfront Dynamic Core Income ETF,RFCI
7114,"YuMe, Inc.","YuMe, Inc.",YUME
7115,ProShares DJ Brookfield Global Infrastructure ETF,ProShares DJ Brookfield Global Infrastructure ETF,TOLZ
7116,CooTek (Cayman) Inc.,触宝信息技术公司,CTK
7117,"Xtant Medical Holdings, Inc.","Xtant Medical Holdings, Inc.",XTNT
7118,Invesco BulletShares 2024 High Yield Corporate Bond ETF,Invesco BulletShares 2024 High Yield Corporate Bond ETF,BSJO
7119,JF China Region Fund Inc,JF中国基金,JFC
7120,LMF ACQUISITION OPPORTUNITIES I,LMF ACQUISITION OPPORTUNITIES I,LMAO
7121,"Yatra Online, Inc.","Yatra Online, Inc.",YTRA
7122,Archimedes Tech SPAC Partners Co.,Archimedes Tech SPAC Partners Co.,ATSPT
7123,"Sesen Bio, Inc.","Sesen Bio, Inc.",EBIO
7124,"Concert Pharmaceuticals, Inc.","Concert Pharmaceuticals, Inc.",CNCE
7125,Inspire ETF,Inspire ETF,BIBL
7126,iShares MSCI United Kingdom Small Cap ETF,iShares MSCI United Kingdom Small Cap ETF,EWUS
7127,Scopus Biopharma Inc.,Scopus Biopharma Inc.,SCPS
7128,"McDermott International, Inc.",迈克德莫特国际,MDR
7129,ProShares UltraPro Russell2000,ProShares UltraPro Russell2000,URTY
7130,"Clipper Realty, Inc.","Clipper Realty, Inc.",CLPR
7131,"Williams Industrial Services Group, Inc.","Williams Industrial Services Group, Inc.",WLMS
7132,GSV Capital Corp.,GSV Capital Corp.,GSVC
7133,"Vistas Media Acquisition Co., Inc.","Vistas Media Acquisition Co., Inc.",VMAC
7134,OFS Capital Corp.,OFS Capital Corp.,OFS
7135,ALPHA HEALTHCARE ACQUISITION CO,ALPHA HEALTHCARE ACQUISITION CO,AHAC
7136,iShares iBonds Dec 2028 Term Corporate ETF,iShares iBonds Dec 2028 Term Corporate ETF,IBDT
7137,"THL Credit, Inc.","THL Credit, Inc.",TCRD
7138,Amplitude Healthcare Acquisition Corp.,Amplitude Healthcare Acquisition Corp.,AMHCU
7139,Phoenix New Media Ltd.,凤凰新媒体,FENG
7140,Avantis International Equity ETF,Avantis International Equity ETF,AVDE
7141,ELEDON PHARMACEUTICALS INC,ELEDON PHARMACEUTICALS INC,ELDN
7142,"HopFed Bancorp, Inc.",HopFed银行,HFBC
7143,"Ranger Energy Services, Inc.","Ranger Energy Services, Inc.",RNGR
7144,WisdomTree Global ex-US Dividend Growth Fund,WisdomTree Global ex-US Dividend Growth Fund,DNL
7145,Sachem Capital Corp.,Sachem Capital Corp.,SACH
7146,"Alliance California Municipal Income Fund, Inc.","Alliance California Municipal Income Fund, Inc.",AKP
7147,"The Swiss Helvetia Fund, Inc.",瑞士赫尔维蒂基金,SWZ
7148,Ampco-Pittsburgh Corp.,安博科-匹兹堡,AP
7149,"Anixa Biosciences, Inc.","Anixa Biosciences, Inc.",ANIX
7150,SPDR Dorsey Wright Fixed Income Allocation ETF,SPDR Dorsey Wright Fixed Income Allocation ETF,DWFI
7151,American Financial Group Inc Pfd,American Financial Group Inc Pfd,AFA
7152,Vivos Therapeutics  Inc.,Vivos Therapeutics  Inc.,VVOS
7153,Invesco Currencyshares Canadian Dollar Trust,加元ETF-CurrencyShares,FXC
7154,"Royal Bancshares of Pennsylvania, Inc.",宾夕法尼亚皇家银行,RBPAA
7155,PPTY-U.S. Diversified Real Estate ETF,美国多元化房地产 ETF,PPTY
7156,ClearShares OCIO ETF,ClearShares OCIO ETF,OCIO
7157,"CF Bankshares, Inc.","CF Bankshares, Inc.",CFBK
7158,"Aziyo Biologics, Inc.","Aziyo Biologics, Inc.",AZYO
7159,"Provident Financial Holdings, Inc.","Provident Financial Holdings, Inc.",PROV
7160,Arowana Inc. Ordinary Shares,Arowana Inc. Ordinary Shares,ARWA
7161,TURMERIC ACQUISITION CORP.,TURMERIC ACQUISITION CORP.,TMPMU
7162,"Liminal BioSciences, Inc.","Liminal BioSciences, Inc.",LMNL
7163,Fidelity Momentum Factor ETF,Fidelity Momentum Factor ETF,FDMO
7164,"Synchronoss Technologies, Inc.","Synchronoss Technologies, Inc.",SNCR
7165,Entergy Arkansas LLC,Entergy Arkansas LLC,EAE
7166,FONAR Corp.,福纳,FONR
7167,Pioneer Diversified High Income Trust,Pioneer Diversified High Income Trust,HNW
7168,AYALA PHARMACEUTICALS  INC.,AYALA PHARMACEUTICALS  INC.,AYLA
7169,"Steel Connect, Inc.","Steel Connect, Inc.",STCN
7170,LONGEVERON LLC,LONGEVERON LLC,LGVN
7171,"SB Financial Group, Inc.","SB Financial Group, Inc.",SBFGP
7172,"Pro-Dex, Inc.","Pro-Dex, Inc.",PDEX
7173,"BorgWarner Massachusetts, Inc.","BorgWarner Massachusetts, Inc.",SEV
7174,Pointer Telocation Ltd.,Pointer Telocation Ltd.,PNTR
7175,TransGlobe Energy Corp.,TransGlobe Energy Corp.,TGA
7176,Accuride Corp.,雅固拉公司,ACW
7177,Eaton Vance Floating Rate Income Plus Fund,Eaton Vance Floating Rate Income Plus Fund,EFF
7178,FBR & Co.,FBR & Co.,FBRC
7179,Gain Therapeutics  Inc.,Gain Therapeutics  Inc.,GANX
7180,"Hepion Pharmaceuticals, Inc.","Hepion Pharmaceuticals, Inc.",HEPA
7181,INNOVATOR ETFS TRUST S&#38;P 500 PWR BUFFER ETF AUGUST,INNOVATOR ETFS TRUST S&#38;P 500 PWR BUFFER ETF AUGUST,PAUG
7182,"Aytu Biopharma, Inc.","Aytu Biopharma, Inc.",AYTU
7183,First Trust Dorsey Wright Momentum & Low Volatility ETF,First Trust Dorsey Wright Momentum & Low Volatility ETF,DVOL
7184,Amplitude Healthcare Acquisition Corp.,Amplitude Healthcare Acquisition Corp.,AMHC
7185,Columbia India Consumer ETF,Columbia 印度消费者 ETF,INCO
7186,Newbury Street Acquisition Corp,Newbury Street Acquisition Corp,NBSTU
7187,C-Tracks ETN Miller/Howard Strategic Dividend Reinvestor,C-Tracks ETN Miller/Howard Strategic Dividend Reinvestor,DIVC
7188,"Landmark Bancorp, Inc. (Kansas)",兰德马克银行,LARK
7189,IRIDEX Corp.,艾里德克斯,IRIX
7190,La Jolla Pharmaceutical Co.,La Jolla Pharmaceutical Co.,LJPC
7191,BlackRock Municipal Income Investment Quality Trust,BlackRock Municipal Income Investment Quality Trust,BAF
7192,Blackrock MuniYield Investment Quality Fund,Blackrock MuniYield Investment Quality Fund,MFT
7193,"ARI Network Services, Inc.","ARI Network Services, Inc.",ARIS
7194,Galecto Inc.,Galecto Inc.,GLTO
7195,Siebert Financial Corp.,Siebert Financial Corp.,SIEB
7196,PIMCO Global StocksPLUS & Income Fund,太平洋投资管理环球股票基金及收益,PGP
7197,"TransAct Technologies, Inc.","TransAct Technologies, Inc.",TACT
7198,"GlycoMimetics, Inc.","GlycoMimetics, Inc.",GLYC
7199,"Palatin Technologies, Inc.","Palatin Technologies, Inc.",PTN
7200,VanEck Vectors International High Yield Bond ETF,Vectors国际高收益债指数ETF,IHY
7201,Dividend & Income Fund,Dividend & Income Fund,DNI
7202,SPDR MSCI Emerging Markets Fossil Fuel Free ETF,SPDR MSCI Emerging Markets Fossil Fuel Free ETF,EEMX
7203,"Envision Solar International, Inc.","Envision Solar International, Inc.",EVSIW
7204,"Rocket Fuel, Inc.","Rocket Fuel, Inc.",FUEL
7205,Invesco S&P 500 Equal Weight Energy ETF,景顺 标普500等权重能源 ETF,RYE
7206,JPMorgan U.S. Minimum Volatility ETF,JPMorgan U.S. Minimum Volatility ETF,JMIN
7207,"PCTEL, Inc.","PCTEL, Inc.",PCTI
7208,"Genocea Biosciences, Inc.","Genocea Biosciences, Inc.",GNCA
7209,TURMERIC ACQUISITION CORP,TURMERIC ACQUISITION CORP,TMPM
7210,iShares Edge MSCI Multifactor Intl Small-Cap ETF,iShares Edge MSCI Multifactor Intl Small-Cap ETF,ISCF
7211,Invesco International Corporate Bond ETF,Invesco International Corporate Bond ETF,PICB
7212,iShares,iShares,IBMM
7213,FlexShares STOXX Global ESG Impact Index Fund,FlexShares STOXX Global ESG Impact Index Fund,ESGG
7214,"Limestone Bancorp, Inc.","Limestone Bancorp, Inc.",LMST
7215,"Eloxx Pharmaceuticals, Inc.","Eloxx Pharmaceuticals, Inc.",ELOX
7216,"Evofem Biosciences, Inc.","Evofem Biosciences, Inc.",EVFM
7217,"Carolina Trust BancShares, Inc.",加州信托银行,CART
7218,RMR Real Estate Income Fund,RMR Real Estate Income Fund,RIF
7219,iShares Sustainable MSCI Global Impact ETF,iShares Sustainable MSCI Global Impact ETF,SDG
7220,Evolution Petroleum Corp.,Evolution Petroleum Corp.,EPM
7221,"The Gabelli Convertible & Income Securities Fund, Inc.",GCV基金,GCV
7222,"Randolph Bancorp, Inc.","Randolph Bancorp, Inc.",RNDB
7223,PIMCO Short Term Municipal Bond ETF,PIMCO Short Term Municipal Bond ETF,SMMU
7224,Sutherland Asset Management Corp.,Sutherland Asset Management Corp.,SLDA
7225,"Liberty Tax, Inc.","Liberty Tax, Inc.",TAX
7226,"BurgerFi International, Inc.","BurgerFi International, Inc.",OPES
7227,iShares JPX-Nikkei 400 ETF,iShares 日经400指数 ETF,JPXN
7228,Enduro Royalty Trust,Enduro Royalty Trust,NDRO
7229,"Ocean Power Technologies, Inc.","Ocean Power Technologies, Inc.",OPTT
7230,Elkhorn Lunt Low Vol/High Beta Tactical ETF,Elkhorn Lunt Low Vol/High Beta Tactical ETF,LVHB
7231,"Wayside Technology Group, Inc.","Wayside Technology Group, Inc.",WSTG
7232,"BGSF, Inc.","BGSF, Inc.",BGSF
7233,Edoc Acquisition Corp.,Edoc Acquisition Corp.,ADOCU
7234,"Gamco Natural Resources, Gold & Income Trust","Gamco Natural Resources, Gold & Income Trust",GNT
7235,"ZK International Group Co., Ltd.",正康国际,ZKIN
7236,BrightSphere Investment Group Plc,BrightSphere Investment Group Plc,OMAA
7237,LeaderShares AlphaFactor US Core Equity ETF,LeaderShares AlphaFactor US Core Equity ETF,LSAF
7238,IEC Electronics Corp.,IEC Electronics Corp.,IEC
7239,Cushing NextGen Infrastructure Income Fund,Cushing NextGen Infrastructure Income Fund,SZC
7240,"AstroNova, Inc.","AstroNova, Inc.",ALOT
7241,Eaton Vance Municipal Bond Fund II,Eaton Vance Municipal Bond Fund II,EIV
7242,"Civista Bancshares, Inc.","Civista Bancshares, Inc.",CIVBP
7243,First United Corp.,马里兰第一联合,FUNC
7244,"The Asia Pacific Fund, Inc.",亚太基金,APB
7245,Xtrackers MSCI All World ex US Hedged Equity ETF,Xtrackers MSCI All World ex US Hedged Equity ETF,DBAW
7246,Envela Corp.,Envela Corp.,ELA
7247,"American Virtual Cloud Technologies, Inc.","American Virtual Cloud Technologies, Inc.",AVCT
7248,Avantis Emerging Markets Equity ETF,Avantis Emerging Markets Equity ETF,AVEM
7249,"Park City Group, Inc.","Park City Group, Inc.",PCYG
7250,"Denbury Resources, Inc.",邓伯瑞资源,DNR
7251,Educational Development Corp.,Educational Development Corp.,EDUC
7252,High Yield ETF,Peritus 高收益 ETF,HYLD
7253,"CB Financial Services, Inc.","CB Financial Services, Inc.",CBFV
7254,"ServiceSource International, Inc.","ServiceSource International, Inc.",SREV
7255,Kazia Therapeutics Ltd.,Kazia Therapeutics Ltd.,KZIA
7256,Inspire Global Hope Large Cap ETF,Inspire Global Hope Large Cap ETF,BLES
7257,Invesco Global Clean Energy ETF,Invesco Global Clean Energy ETF,PBD
7258,Old Point Financial Corp.,Old Point Financial Corp.,OPOF
7259,Invesco BulletShares 2027 Corporate Bond ETF,Invesco BulletShares 2027 Corporate Bond ETF,BSCR
7260,WMIH Corp.,WMIH Corp.,WMIH
7261,EDOC ACQUISITION CORP,EDOC ACQUISITION CORP,ADOC
7262,CONSONANCE-HFW ACQUISITION CORP,CONSONANCE-HFW ACQUISITION CORP,CHFW
7263,Gabelli Global Utility & Income Trust,Gabelli Global Utility & Income Trust,GLU
7264,Verra Mobility Corp.,Verra Mobility Corp.,VRRMW
7265,"Aberdeen Japan Equity Fund, Inc.",日本股票基金,JEQ
7266,Golden Minerals Co.,黄金矿业公司,AUMN
7267,Nuveen Emerging Markets Debt 2022 Target Term Fund,Nuveen Emerging Markets Debt 2022 Target Term Fund,JEMD
7268,SPDR MSCI EAFE Fossil Fuel Free ETF,SPDR MSCI EAFE Fossil Fuel Free ETF,EFAX
7269,Cambria Global Momentum ETF,Cambria Global Momentum ETF,GMOM
7270,United Community Bancorp (Indiana),United Community Bancorp (Indiana),UCBA
7271,Medicus Sciences Acquisition Corp.,Medicus Sciences Acquisition Corp.,MSACU
7272,"Hudson Technologies, Inc.",哈德森科技,HDSN
7273,"Pluristem Therapeutics, Inc.","Pluristem Therapeutics, Inc.",PSTI
7274,"TDH Holdings, Inc.",天地荟,PETZ
7275,"Rhinebeck Bancorp, Inc.","Rhinebeck Bancorp, Inc.",RBKB
7276,Alpha Architect U.S. Quantitative Value ETF,ValueShares 美国量化价值 ETF,QVAL
7277,"Core Molding Technologies, Inc.","Core Molding Technologies, Inc.",CMT
7278,"MVC Capital, Inc.","MVC Capital, Inc.",MVCD
7279,Wedbush ETFMG Video Game Tech ETF,ETFMG 视频游戏技术 ETF,GAMR
7280,"TapImmune, Inc.","TapImmune, Inc.",TPIV
7281,iShares International Dividend Growth ETF,iShares International Dividend Growth ETF,IGRO
7282,"Sound Financial Bancorp, Inc.","Sound Financial Bancorp, Inc.",SFBC
7283,NEWBORN ACQUISITION CORP,NEWBORN ACQUISITION CORP,NBAC
7284,"Aberdeen Greater China Fund, Inc.",大中华基金,GCH
7285,VivoPower International Plc,VivoPower International Plc,VVPR
7286,"AgroFresh Solutions, Inc.","AgroFresh Solutions, Inc.",AGFS
7287,"Orgenesis, Inc.","Orgenesis, Inc.",ORGS
7288,ETRACS Alerian MLP Index ETN,ETRACS Alerian MLP指数 ETN,AMU
7289,"Kingsway Financial Services, Inc.",汇富金融服务,KFS
7290,Netshoes (Cayman) Ltd.,Netshoes (Cayman) Ltd.,NETS
7291,"Adams Resources & Energy, Inc.",亚当斯资源与能源公司,AE
7292,Global X Conscious Companies ETF,Global X Conscious Companies ETF,KRMA
7293,"Coastway Bancorp, Inc.","Coastway Bancorp, Inc.",CWAY
7294,Alcentra Capital Corp.,Alcentra Capital Corp.,ABDC
7295,"Molecular Data, Inc.","Molecular Data, Inc.",MKD
7296,WisdomTree China ex-State-Owned Enterprises Fund,WisdomTree China ex-State-Owned Enterprises Fund,CXSE
7297,"The New Home Co., Inc.","The New Home Co., Inc.",NWHM
7298,"BGC Partners, Inc.","BGC Partners, Inc.",BGCA
7299,ROTH CH ACQUISITION III CO UNIT,ROTH CH ACQUISITION III CO UNIT,ROCRU
7300,Check-Cap Ltd.,Check-Cap Ltd.,CHEK
7301,Ohio Valley Banc Corp.,俄亥俄河谷银行,OVBC
7302,"Luby's, Inc.",卢比饭店,LUB
7303,Schwab 5-10 Year Corporate Bond ETF,Schwab 5-10 Year Corporate Bond ETF,SCHI
7304,"Wecast Network, Inc. Common Stock","Wecast Network, Inc. Common Stock",WCST
7305,Siren Nasdaq Nexgen Economy ETF,Siren Nasdaq Nexgen Economy ETF,BLCN
7306,"PB Bancorp, Inc.","PB Bancorp, Inc.",PBBI
7307,Vista Gold Corp.,Vista Gold Corp.,VGZ
7308,iShares Interest Rate Hedged High Yield Bond ETF,iShares 利率对冲高收益债券 ETF,HYGH
7309,SPDR MSCI ACWI Low Carbon Target ETF,SPDR MSCI ACWI Low Carbon Target ETF,LOWC
7310,"Lixiang Education Holding Co., Ltd.",丽翔教育,LXEH
7311,Voya Asia Pacific High Dividend Equity Income Fund,Voya Asia Pacific High Dividend Equity Income Fund,IAE
7312,"StealthGas, Inc.",斯蒂加斯海运,GASS
7313,"Cocrystal Pharma, Inc.","Cocrystal Pharma, Inc.",COCP
7314,Medicus Sciences Acquisition Corp.,Medicus Sciences Acquisition Corp.,MSAC
7315,Vertical Capital Income Fund,Vertical Capital Income Fund,VCIF
7316,Inpixon,Inpixon,INPX
7317,"IsoRay, Inc.","IsoRay, Inc.",ISR
7318,"BioSig Technologies, Inc.","BioSig Technologies, Inc.",BSGM
7319,"Aptevo Therapeutics, Inc.","Aptevo Therapeutics, Inc.",APVO
7320,"RYB Education, Inc.",红黄蓝儿童教育科技发展有限公司,RYB
7321,Vanguard U.S. Multifactor ETF,Vanguard U.S. Multifactor ETF,VFMF
7322,First Trust Multi Cap Value AlphaDEX Fund,First Trust Multi Cap Value AlphaDEX Fund,FAB
7323,"Dyadic International, Inc.","Dyadic International, Inc.",DYAI
7324,JMP Group LLC,JMP Group LLC,JMP
7325,LifeVantage Corp.,LifeVantage Corp.,LFVN
7326,Entergy New Orleans LLC,Entergy New Orleans LLC,ENO
7327,American River Bankshares,里弗银行,AMRB
7328,"Onconova Therapeutics, Inc.","Onconova Therapeutics, Inc.",ONTX
7329,SPDR SSgA Multi-Asset Real Return ETF,SPDR SSgA多资产回报抗通胀 ETF,RLY
7330,Great Ajax Corp.,Great Ajax Corp.,AJXA
7331,Oriental Culture Holding LTD,Oriental Culture Holding LTD,OCG
